"elemento_grafo";"ci";"cj";"ck";"cl";"cm";"mean_absolute_error"
"N76";0;0;2;2;2;0.744253
"N76";0;1;0;0;0;0.0808391
"N76";0;1;0;0;1;0.0806226
"N76";0;1;0;0;2;0.0796333
"N76";0;1;0;1;0;0.396508
"N76";0;1;0;1;1;0.394055
"N76";0;1;0;1;2;0.383683
"N76";0;1;0;2;0;0.736448
"N76";0;1;0;2;1;0.742022
"N76";0;1;0;2;2;0.737465
"N76";0;1;1;0;0;0.0834383
"N76";0;1;1;0;1;0.0793835
"N76";0;1;1;0;2;0.0781219
"N76";0;1;1;1;0;0.393313
"N76";0;1;1;1;1;0.390415
"N76";0;1;1;1;2;0.381711
"N76";0;1;1;2;0;0.770111
"N76";0;1;1;2;1;0.75834
"N76";0;1;1;2;2;0.746918
"N76";0;1;2;0;0;0.0805422
"N76";0;1;2;0;1;0.0805717
"N76";0;1;2;0;2;0.0786233
"N76";0;1;2;1;0;0.393646
"N76";0;1;2;1;1;0.390809
"N76";0;1;2;1;2;0.386146
"N76";0;1;2;2;0;0.754846
"N76";0;1;2;2;1;0.748077
"N76";0;1;2;2;2;0.742967
"N76";0;2;0;0;0;0.0803084
"N76";0;2;0;0;1;0.0858619
"N76";0;2;0;0;2;0.085933
"N76";0;2;0;1;0;0.390056
"N76";0;2;0;1;1;0.381624
"N76";0;2;0;1;2;0.387592
"N76";0;2;0;2;0;0.754535
"N76";0;2;0;2;1;0.74956
"N76";0;2;0;2;2;0.749592
"N76";0;2;1;0;0;0.0813912
"N76";0;2;1;0;1;0.0803905
"N76";0;2;1;0;2;0.0801547
"N76";0;2;1;1;0;0.377108
"N76";0;2;1;1;1;0.37276
"N76";0;2;1;1;2;0.373078
"N76";0;2;1;2;0;0.75729
"N76";0;2;1;2;1;0.757612
"N76";0;2;1;2;2;0.757734
"N76";0;2;2;0;0;0.0792677
"N76";0;2;2;0;1;0.0806441
"N76";0;2;2;0;2;0.079843
"N76";0;2;2;1;0;0.374115
"N76";0;2;2;1;1;0.375785
"N76";0;2;2;1;2;0.371118
"N76";0;2;2;2;0;0.750057
"N76";0;2;2;2;1;0.742346
"N76";0;2;2;2;2;0.723683
"N76";1;0;0;0;0;0.0844452
"N76";1;0;0;0;1;0.083767
"N76";1;0;0;0;2;0.081391
"N76";1;0;0;1;0;0.389106
"N76";1;0;0;1;1;0.384124
"N76";1;0;0;1;2;0.380321
"N76";1;0;0;2;0;0.749658
"N76";1;0;0;2;1;0.741993
"N76";1;0;0;2;2;0.721655
"N76";1;0;1;0;0;0.0751274
"N76";1;0;1;0;1;0.0727825
"N76";1;0;1;0;2;0.0725815
"N76";1;0;1;1;0;0.366829
"N76";1;0;1;1;1;0.360832
"N76";1;0;1;1;2;0.354661
"N76";1;0;1;2;0;0.72672
"N76";1;0;1;2;1;0.717479
"N76";1;0;1;2;2;0.702265
"N76";1;0;2;0;0;0.0784974
"N76";1;0;2;0;1;0.0793567
"N76";1;0;2;0;2;0.0774238
"N76";1;0;2;1;0;0.384169
"N76";1;0;2;1;1;0.373307
"N76";1;0;2;1;2;0.359315
"N76";1;0;2;2;0;0.746844
"N76";1;0;2;2;1;0.742647
"N76";1;0;2;2;2;0.733241
"N76";1;1;0;0;0;0.0825437
"N76";1;1;0;0;1;0.0821249
"N76";1;1;0;0;2;0.079732
"N76";1;1;0;1;0;0.356516
"N76";1;1;0;1;1;0.355667
"N76";1;1;0;1;2;0.354579
"N76";1;1;0;2;0;0.713585
"N76";1;1;0;2;1;0.6987
"N76";1;1;0;2;2;0.702099
"N76";1;1;1;0;0;0.0803517
"N76";1;1;1;0;1;0.0802392
"N76";1;1;1;0;2;0.0780231
"N76";1;1;1;1;0;0.372947
"N76";1;1;1;1;1;0.369998
"N76";1;1;1;1;2;0.371088
"N76";1;1;1;2;0;0.722927
"N76";1;1;1;2;1;0.72342
"N76";1;1;1;2;2;0.720402
"N76";1;1;2;0;0;0.0807199
"N76";1;1;2;0;1;0.0803213
"N76";1;1;2;0;2;0.0801603
"N76";1;1;2;1;0;0.334084
"N76";1;1;2;1;1;0.338152
"N76";1;1;2;1;2;0.329978
"N76";1;1;2;2;0;0.703164
"N76";1;1;2;2;1;0.70915
"N76";1;1;2;2;2;0.705073
"N76";1;2;0;0;0;0.0717492
"N76";1;2;0;0;1;0.0719168
"N76";1;2;0;0;2;0.0705851
"N76";1;2;0;1;0;0.373327
"N76";1;2;0;1;1;0.358683
"N76";1;2;0;1;2;0.366006
"N76";1;2;0;2;0;0.696013
"N76";1;2;0;2;1;0.682694
"N76";1;2;0;2;2;0.683382
"N76";1;2;1;0;0;0.0797654
"N76";1;2;1;0;1;0.0786902
"N76";1;2;1;0;2;0.0779293
"N76";1;2;1;1;0;0.376215
"N76";1;2;1;1;1;0.377811
"N76";1;2;1;1;2;0.368669
"N76";1;2;1;2;0;0.713596
"N76";1;2;1;2;1;0.704605
"N76";1;2;1;2;2;0.722821
"N76";1;2;2;0;0;0.0813926
"N76";1;2;2;0;1;0.0792203
"N76";1;2;2;0;2;0.0796522
"N76";1;2;2;1;0;0.347903
"N76";1;2;2;1;1;0.336368
"N76";1;2;2;1;2;0.336875
"N76";1;2;2;2;0;0.703602
"N76";1;2;2;2;1;0.70174
"N76";1;2;2;2;2;0.693066
"N76";2;0;0;0;0;0.0816362
"N76";2;0;0;0;1;0.0822225
"N76";2;0;0;0;2;0.0808797
"N76";2;0;0;1;0;0.364315
"N76";2;0;0;1;1;0.35468
"N76";2;0;0;1;2;0.351475
"N76";2;0;0;2;0;0.740111
"N76";2;0;0;2;1;0.727216
"N76";2;0;0;2;2;0.723965
"N76";2;0;1;0;0;0.0859252
"N76";2;0;1;0;1;0.0839417
"N76";2;0;1;0;2;0.082409
"N76";2;0;1;1;0;0.369733
"N76";2;0;1;1;1;0.358021
"N76";2;0;1;1;2;0.352565
"N76";2;0;1;2;0;0.727308
"N76";2;0;1;2;1;0.712042
"N76";2;0;1;2;2;0.706943
"N76";2;0;2;0;0;0.0749467
"N76";2;0;2;0;1;0.0773052
"N76";2;0;2;0;2;0.0786868
"N76";2;0;2;1;0;0.359341
"N76";2;0;2;1;1;0.352664
"N76";2;0;2;1;2;0.34305
"N76";2;0;2;2;0;0.699549
"N76";2;0;2;2;1;0.675377
"N76";2;0;2;2;2;0.673462
"N76";2;1;0;0;0;0.0831463
"N76";2;1;0;0;1;0.0806664
"N76";2;1;0;0;2;0.0810254
"N76";2;1;0;1;0;0.387313
"N76";2;1;0;1;1;0.383542
"N76";2;1;0;1;2;0.376109
"N76";2;1;0;2;0;0.758743
"N76";2;1;0;2;1;0.748648
"N76";2;1;0;2;2;0.749942
"N76";2;1;1;0;0;0.0814249
"N76";2;1;1;0;1;0.0798412
"N76";2;1;1;0;2;0.0785533
"N76";2;1;1;1;0;0.368947
"N76";2;1;1;1;1;0.365765
"N76";2;1;1;1;2;0.359737
"N76";2;1;1;2;0;0.693156
"N76";2;1;1;2;1;0.677088
"N76";2;1;1;2;2;0.672771
"N76";2;1;2;0;0;0.0787947
"N76";2;1;2;0;1;0.0799103
"N76";2;1;2;0;2;0.0782044
"N76";2;1;2;1;0;0.32936
"N76";2;1;2;1;1;0.336966
"N76";2;1;2;1;2;0.338654
"N76";2;1;2;2;0;0.66635
"N76";2;1;2;2;1;0.674711
"N76";2;1;2;2;2;0.677812
"N76";2;2;0;0;0;0.0824246
"N76";2;2;0;0;1;0.0814295
"N76";2;2;0;0;2;0.0800368
"N76";2;2;0;1;0;0.338535
"N76";2;2;0;1;1;0.338211
"N76";2;2;0;1;2;0.330723
"N76";2;2;0;2;0;0.698931
"N76";2;2;0;2;1;0.697435
"N76";2;2;0;2;2;0.681802
"N76";2;2;1;0;0;0.0799864
"N76";2;2;1;0;1;0.0794071
"N76";2;2;1;0;2;0.0787374
"N76";2;2;1;1;0;0.350419
"N76";2;2;1;1;1;0.349598
"N76";2;2;1;1;2;0.330659
"N76";2;2;1;2;0;0.736896
"N76";2;2;1;2;1;0.726044
"N76";2;2;1;2;2;0.68898
"N76";2;2;2;0;0;0.0773876
"N76";2;2;2;0;1;0.0756114
"N76";2;2;2;0;2;0.0755746
"N76";2;2;2;1;0;0.334544
"N76";2;2;2;1;1;0.333236
"N76";2;2;2;1;2;0.317803
"N76";2;2;2;2;0;0.596345
"N76";2;2;2;2;1;0.587168
"N76";2;2;2;2;2;0.592739
"N77";0;0;0;0;0;0.0804016
"N77";0;0;0;0;1;0.080168
"N77";0;0;0;0;2;0.0791454
"N77";0;0;0;1;0;0.391815
"N77";0;0;0;1;1;0.385272
"N77";0;0;0;1;2;0.382765
"N77";0;0;0;2;0;0.760879
"N77";0;0;0;2;1;0.768477
"N77";0;0;0;2;2;0.763703
"N77";0;0;1;0;0;0.0792371
"N77";0;0;1;0;1;0.0797683
"N77";0;0;1;0;2;0.0824048
"N77";0;0;1;1;0;0.375297
"N77";0;0;1;1;1;0.368756
"N77";0;0;1;1;2;0.370428
"N77";0;0;1;2;0;0.758512
"N77";0;0;1;2;1;0.746788
"N77";0;0;1;2;2;0.745169
"N77";0;0;2;0;0;0.0801473
"N77";0;0;2;0;1;0.0802152
"N77";0;0;2;0;2;0.0789493
"N77";0;0;2;1;0;0.391333
"N77";0;0;2;1;1;0.383747
"N77";0;0;2;1;2;0.378035
"N77";0;0;2;2;0;0.770398
"N77";0;0;2;2;1;0.767746
"N77";0;0;2;2;2;0.770418
"N77";0;1;0;0;0;0.0825649
"N77";0;1;0;0;1;0.0814706
"N77";0;1;0;0;2;0.0814706
"N77";0;1;0;1;0;0.39829
"N77";0;1;0;1;1;0.393156
"N77";0;1;0;1;2;0.388626
"N77";0;1;0;2;0;0.747684
"N77";0;1;0;2;1;0.733696
"N77";0;1;0;2;2;0.752388
"N77";0;1;1;0;0;0.0792553
"N77";0;1;1;0;1;0.0805248
"N77";0;1;1;0;2;0.0811828
"N77";0;1;1;1;0;0.394626
"N77";0;1;1;1;1;0.391235
"N77";0;1;1;1;2;0.391299
"N77";0;1;1;2;0;0.753283
"N77";0;1;1;2;1;0.7475
"N77";0;1;1;2;2;0.744147
"N77";0;1;2;0;0;0.0822679
"N77";0;1;2;0;1;0.080835
"N77";0;1;2;0;2;0.0800492
"N77";0;1;2;1;0;0.378553
"N77";0;1;2;1;1;0.373332
"N77";0;1;2;1;2;0.367558
"N77";0;1;2;2;0;0.745987
"N77";0;1;2;2;1;0.738916
"N77";0;1;2;2;2;0.737949
"N77";0;2;0;0;0;0.0842456
"N77";0;2;0;0;1;0.0818051
"N77";0;2;0;0;2;0.0813059
"N77";0;2;0;1;0;0.38603
"N77";0;2;0;1;1;0.385705
"N77";0;2;0;1;2;0.371719
"N77";0;2;0;2;0;0.753245
"N77";0;2;0;2;1;0.744673
"N77";0;2;0;2;2;0.735372
"N77";0;2;1;0;0;0.0830185
"N77";0;2;1;0;1;0.0819626
"N77";0;2;1;0;2;0.081093
"N77";0;2;1;1;0;0.384884
"N77";0;2;1;1;1;0.378244
"N77";0;2;1;1;2;0.37984
"N77";0;2;1;2;0;0.750511
"N77";0;2;1;2;1;0.744501
"N77";0;2;1;2;2;0.737445
"N77";0;2;2;0;0;0.0818481
"N77";0;2;2;0;1;0.0807004
"N77";0;2;2;0;2;0.080305
"N77";0;2;2;1;0;0.386237
"N77";0;2;2;1;1;0.384446
"N77";0;2;2;1;2;0.382441
"N77";0;2;2;2;0;0.762831
"N77";0;2;2;2;1;0.758094
"N77";0;2;2;2;2;0.732914
"N77";1;0;0;0;0;0.0811742
"N77";1;0;0;0;1;0.0806183
"N77";1;0;0;0;2;0.0796909
"N77";1;0;0;1;0;0.387849
"N77";1;0;0;1;1;0.385386
"N77";1;0;0;1;2;0.38296
"N77";1;0;0;2;0;0.742088
"N77";1;0;0;2;1;0.744207
"N77";1;0;0;2;2;0.725854
"N77";1;0;1;0;0;0.0741435
"N77";1;0;1;0;1;0.0731832
"N77";1;0;1;0;2;0.0716912
"N77";1;0;1;1;0;0.366263
"N77";1;0;1;1;1;0.358394
"N77";1;0;1;1;2;0.353008
"N77";1;0;1;2;0;0.712925
"N77";1;0;1;2;1;0.710683
"N77";1;0;1;2;2;0.705856
"N77";1;0;2;0;0;0.0760565
"N77";1;0;2;0;1;0.0776046
"N77";1;0;2;0;2;0.0783007
"N77";1;0;2;1;0;0.352418
"N77";1;0;2;1;1;0.344289
"N77";1;0;2;1;2;0.346558
"N77";1;0;2;2;0;0.713658
"N77";1;0;2;2;1;0.708213
"N77";1;0;2;2;2;0.701474
"N77";1;1;0;0;0;0.0792077
"N77";1;1;0;0;1;0.0803632
"N77";1;1;0;0;2;0.0795382
"N77";1;1;0;1;0;0.362412
"N77";1;1;0;1;1;0.361047
"N77";1;1;0;1;2;0.357331
"N77";1;1;0;2;0;0.737158
"N77";1;1;0;2;1;0.716186
"N77";1;1;0;2;2;0.71536
"N77";1;1;1;0;0;0.0775465
"N77";1;1;1;0;1;0.0761383
"N77";1;1;1;0;2;0.0754293
"N77";1;1;1;1;0;0.3974
"N77";1;1;1;1;1;0.393543
"N77";1;1;1;1;2;0.381726
"N77";1;1;1;2;0;0.753194
"N77";1;1;1;2;1;0.748222
"N77";1;1;1;2;2;0.737899
"N77";1;1;2;0;0;0.0813631
"N77";1;1;2;0;1;0.0807257
"N77";1;1;2;0;2;0.0809119
"N77";1;1;2;1;0;0.353708
"N77";1;1;2;1;1;0.343434
"N77";1;1;2;1;2;0.345191
"N77";1;1;2;2;0;0.729675
"N77";1;1;2;2;1;0.7166
"N77";1;1;2;2;2;0.717507
"N77";1;2;0;0;0;0.0718889
"N77";1;2;0;0;1;0.0721586
"N77";1;2;0;0;2;0.0722324
"N77";1;2;0;1;0;0.35789
"N77";1;2;0;1;1;0.360186
"N77";1;2;0;1;2;0.36211
"N77";1;2;0;2;0;0.723965
"N77";1;2;0;2;1;0.733034
"N77";1;2;0;2;2;0.732603
"N77";1;2;1;0;0;0.0857095
"N77";1;2;1;0;1;0.0842629
"N77";1;2;1;0;2;0.0833058
"N77";1;2;1;1;0;0.37857
"N77";1;2;1;1;1;0.365876
"N77";1;2;1;1;2;0.38066
"N77";1;2;1;2;0;0.673076
"N77";1;2;1;2;1;0.660224
"N77";1;2;1;2;2;0.661469
"N77";1;2;2;0;0;0.0709185
"N77";1;2;2;0;1;0.0699961
"N77";1;2;2;0;2;0.0713087
"N77";1;2;2;1;0;0.347199
"N77";1;2;2;1;1;0.349469
"N77";1;2;2;1;2;0.348747
"N77";1;2;2;2;0;0.697197
"N77";1;2;2;2;1;0.684397
"N77";1;2;2;2;2;0.687837
"N77";2;0;0;0;0;0.0861598
"N77";2;0;0;0;1;0.0855141
"N77";2;0;0;0;2;0.0854879
"N77";2;0;0;1;0;0.368309
"N77";2;0;0;1;1;0.372587
"N77";2;0;0;1;2;0.35786
"N77";2;0;0;2;0;0.741097
"N77";2;0;0;2;1;0.72605
"N77";2;0;0;2;2;0.723825
"N77";2;0;1;0;0;0.0837206
"N77";2;0;1;0;1;0.0819037
"N77";2;0;1;0;2;0.080504
"N77";2;0;1;1;0;0.373867
"N77";2;0;1;1;1;0.366727
"N77";2;0;1;1;2;0.36323
"N77";2;0;1;2;0;0.719704
"N77";2;0;1;2;1;0.700818
"N77";2;0;1;2;2;0.671276
"N77";2;0;2;0;0;0.0909289
"N77";2;0;2;0;1;0.0901028
"N77";2;0;2;0;2;0.0878382
"N77";2;0;2;1;0;0.321649
"N77";2;0;2;1;1;0.315622
"N77";2;0;2;1;2;0.309598
"N77";2;0;2;2;0;0.69803
"N77";2;0;2;2;1;0.692937
"N77";2;0;2;2;2;0.69059
"N77";2;1;0;0;0;0.080075
"N77";2;1;0;0;1;0.0787024
"N77";2;1;0;0;2;0.0794928
"N77";2;1;0;1;0;0.381989
"N77";2;1;0;1;1;0.384133
"N77";2;1;0;1;2;0.390845
"N77";2;1;0;2;0;0.750976
"N77";2;1;0;2;1;0.738552
"N77";2;1;0;2;2;0.729203
"N77";2;1;1;0;0;0.0785556
"N77";2;1;1;0;1;0.0779515
"N77";2;1;1;0;2;0.0765058
"N77";2;1;1;1;0;0.359082
"N77";2;1;1;1;1;0.352459
"N77";2;1;1;1;2;0.344668
"N77";2;1;1;2;0;0.700564
"N77";2;1;1;2;1;0.689682
"N77";2;1;1;2;2;0.664131
"N77";2;1;2;0;0;0.0855953
"N77";2;1;2;0;1;0.0823017
"N77";2;1;2;0;2;0.0797736
"N77";2;1;2;1;0;0.349164
"N77";2;1;2;1;1;0.345212
"N77";2;1;2;1;2;0.341624
"N77";2;1;2;2;0;0.700777
"N77";2;1;2;2;1;0.690841
"N77";2;1;2;2;2;0.702435
"N77";2;2;0;0;0;0.0777222
"N77";2;2;0;0;1;0.0758258
"N77";2;2;0;0;2;0.0763165
"N77";2;2;0;1;0;0.369245
"N77";2;2;0;1;1;0.362148
"N77";2;2;0;1;2;0.351868
"N77";2;2;0;2;0;0.703061
"N77";2;2;0;2;1;0.707996
"N77";2;2;0;2;2;0.706725
"N77";2;2;1;0;0;0.0793694
"N77";2;2;1;0;1;0.0768105
"N77";2;2;1;0;2;0.0776135
"N77";2;2;1;1;0;0.352678
"N77";2;2;1;1;1;0.339484
"N77";2;2;1;1;2;0.340547
"N77";2;2;1;2;0;0.738969
"N77";2;2;1;2;1;0.740079
"N77";2;2;1;2;2;0.742137
"N77";2;2;2;0;0;0.0802085
"N77";2;2;2;0;1;0.0806191
"N77";2;2;2;0;2;0.0796634
"N77";2;2;2;1;0;0.326857
"N77";2;2;2;1;1;0.317554
"N77";2;2;2;1;2;0.318824
"N77";2;2;2;2;0;0.559065
"N77";2;2;2;2;1;0.537797
"N77";2;2;2;2;2;0.557973
"N78";0;0;0;0;0;0.0817612
"N78";0;0;0;0;1;0.0813738
"N78";0;0;0;0;2;0.0804427
"N78";0;0;0;1;0;0.38521
"N78";0;0;0;1;1;0.376841
"N78";0;0;0;1;2;0.378448
"N78";0;0;0;2;0;0.755449
"N78";0;0;0;2;1;0.744943
"N78";0;0;0;2;2;0.748132
"N78";0;0;1;0;0;0.083151
"N78";0;0;1;0;1;0.0843515
"N78";0;0;1;0;2;0.0828095
"N78";0;0;1;1;0;0.382581
"N78";0;0;1;1;1;0.376059
"N78";0;0;1;1;2;0.370391
"N78";0;0;1;2;0;0.756288
"N78";0;0;1;2;1;0.744873
"N78";0;0;1;2;2;0.730843
"N78";0;0;2;0;0;0.0815816
"N78";0;0;2;0;1;0.0802175
"N78";0;0;2;0;2;0.0792527
"N78";0;0;2;1;0;0.396092
"N78";0;0;2;1;1;0.394422
"N78";0;0;2;1;2;0.390277
"N78";0;0;2;2;0;0.763825
"N78";0;0;2;2;1;0.759215
"N78";0;0;2;2;2;0.747968
"N78";0;1;0;0;0;0.0851435
"N78";0;1;0;0;1;0.0837235
"N78";0;1;0;0;2;0.0836606
"N78";0;1;0;1;0;0.38506
"N78";0;1;0;1;1;0.381912
"N78";0;1;0;1;2;0.373975
"N78";0;1;0;2;0;0.748423
"N78";0;1;0;2;1;0.770702
"N78";0;1;0;2;2;0.741904
"N78";0;1;1;0;0;0.0799547
"N78";0;1;1;0;1;0.0797667
"N78";0;1;1;0;2;0.0809337
"N78";0;1;1;1;0;0.393447
"N78";0;1;1;1;1;0.393485
"N78";0;1;1;1;2;0.384854
"N78";0;1;1;2;0;0.780643
"N78";0;1;1;2;1;0.776881
"N78";0;1;1;2;2;0.766396
"N78";0;1;2;0;0;0.0812381
"N78";0;1;2;0;1;0.0793181
"N78";0;1;2;0;2;0.0792365
"N78";0;1;2;1;0;0.380134
"N78";0;1;2;1;1;0.378545
"N78";0;1;2;1;2;0.376885
"N78";0;1;2;2;0;0.733046
"N78";0;1;2;2;1;0.717619
"N78";0;1;2;2;2;0.716774
"N78";0;2;0;0;0;0.0814372
"N78";0;2;0;0;1;0.0803254
"N78";0;2;0;0;2;0.0797837
"N78";0;2;0;1;0;0.393827
"N78";0;2;0;1;1;0.391915
"N78";0;2;0;1;2;0.385899
"N78";0;2;0;2;0;0.746933
"N78";0;2;0;2;1;0.733773
"N78";0;2;0;2;2;0.729114
"N78";0;2;1;0;0;0.0800634
"N78";0;2;1;0;1;0.0818276
"N78";0;2;1;0;2;0.082712
"N78";0;2;1;1;0;0.387215
"N78";0;2;1;1;1;0.376628
"N78";0;2;1;1;2;0.379666
"N78";0;2;1;2;0;0.740253
"N78";0;2;1;2;1;0.72519
"N78";0;2;1;2;2;0.715491
"N78";0;2;2;0;0;0.0780049
"N78";0;2;2;0;1;0.0780564
"N78";0;2;2;0;2;0.0767249
"N78";0;2;2;1;0;0.380559
"N78";0;2;2;1;1;0.377239
"N78";0;2;2;1;2;0.374822
"N78";0;2;2;2;0;0.752895
"N78";0;2;2;2;1;0.74494
"N78";0;2;2;2;2;0.736119
"N78";1;0;0;0;0;0.0798927
"N78";1;0;0;0;1;0.0794225
"N78";1;0;0;0;2;0.0784063
"N78";1;0;0;1;0;0.367517
"N78";1;0;0;1;1;0.36764
"N78";1;0;0;1;2;0.359669
"N78";1;0;0;2;0;0.772065
"N78";1;0;0;2;1;0.761348
"N78";1;0;0;2;2;0.78249
"N78";1;0;1;0;0;0.080109
"N78";1;0;1;0;1;0.079766
"N78";1;0;1;0;2;0.0755281
"N78";1;0;1;1;0;0.370125
"N78";1;0;1;1;1;0.360516
"N78";1;0;1;1;2;0.353608
"N78";1;0;1;2;0;0.732021
"N78";1;0;1;2;1;0.717366
"N78";1;0;1;2;2;0.711659
"N78";1;0;2;0;0;0.0790917
"N78";1;0;2;0;1;0.0793985
"N78";1;0;2;0;2;0.0786664
"N78";1;0;2;1;0;0.356681
"N78";1;0;2;1;1;0.356291
"N78";1;0;2;1;2;0.347803
"N78";1;0;2;2;0;0.73779
"N78";1;0;2;2;1;0.730252
"N78";1;0;2;2;2;0.714921
"N78";1;1;0;0;0;0.0826025
"N78";1;1;0;0;1;0.0815141
"N78";1;1;0;0;2;0.0796249
"N78";1;1;0;1;0;0.354664
"N78";1;1;0;1;1;0.344094
"N78";1;1;0;1;2;0.34681
"N78";1;1;0;2;0;0.709777
"N78";1;1;0;2;1;0.711904
"N78";1;1;0;2;2;0.718356
"N78";1;1;1;0;0;0.080692
"N78";1;1;1;0;1;0.0790727
"N78";1;1;1;0;2;0.0785517
"N78";1;1;1;1;0;0.362176
"N78";1;1;1;1;1;0.358698
"N78";1;1;1;1;2;0.349024
"N78";1;1;1;2;0;0.724888
"N78";1;1;1;2;1;0.719095
"N78";1;1;1;2;2;0.715876
"N78";1;1;2;0;0;0.0772397
"N78";1;1;2;0;1;0.0758793
"N78";1;1;2;0;2;0.0773562
"N78";1;1;2;1;0;0.341628
"N78";1;1;2;1;1;0.335726
"N78";1;1;2;1;2;0.328177
"N78";1;1;2;2;0;0.712116
"N78";1;1;2;2;1;0.709328
"N78";1;1;2;2;2;0.701056
"N78";1;2;0;0;0;0.0739089
"N78";1;2;0;0;1;0.0730268
"N78";1;2;0;0;2;0.0717039
"N78";1;2;0;1;0;0.361123
"N78";1;2;0;1;1;0.365755
"N78";1;2;0;1;2;0.36791
"N78";1;2;0;2;0;0.718661
"N78";1;2;0;2;1;0.709416
"N78";1;2;0;2;2;0.713187
"N78";1;2;1;0;0;0.0801573
"N78";1;2;1;0;1;0.0788036
"N78";1;2;1;0;2;0.0768063
"N78";1;2;1;1;0;0.35593
"N78";1;2;1;1;1;0.351344
"N78";1;2;1;1;2;0.344375
"N78";1;2;1;2;0;0.705689
"N78";1;2;1;2;1;0.687465
"N78";1;2;1;2;2;0.674469
"N78";1;2;2;0;0;0.0814873
"N78";1;2;2;0;1;0.0831247
"N78";1;2;2;0;2;0.0836157
"N78";1;2;2;1;0;0.37434
"N78";1;2;2;1;1;0.356578
"N78";1;2;2;1;2;0.355374
"N78";1;2;2;2;0;0.7084
"N78";1;2;2;2;1;0.696519
"N78";1;2;2;2;2;0.685166
"N78";2;0;0;0;0;0.0793377
"N78";2;0;0;0;1;0.0773514
"N78";2;0;0;0;2;0.0783723
"N78";2;0;0;1;0;0.362704
"N78";2;0;0;1;1;0.365149
"N78";2;0;0;1;2;0.365083
"N78";2;0;0;2;0;0.747242
"N78";2;0;0;2;1;0.744641
"N78";2;0;0;2;2;0.729109
"N78";2;0;1;0;0;0.0888103
"N78";2;0;1;0;1;0.0858067
"N78";2;0;1;0;2;0.0840934
"N78";2;0;1;1;0;0.388725
"N78";2;0;1;1;1;0.394497
"N78";2;0;1;1;2;0.381435
"N78";2;0;1;2;0;0.756675
"N78";2;0;1;2;1;0.734218
"N78";2;0;1;2;2;0.743508
"N78";2;0;2;0;0;0.0805023
"N78";2;0;2;0;1;0.0798632
"N78";2;0;2;0;2;0.0828516
"N78";2;0;2;1;0;0.334091
"N78";2;0;2;1;1;0.336805
"N78";2;0;2;1;2;0.327964
"N78";2;0;2;2;0;0.690453
"N78";2;0;2;2;1;0.676794
"N78";2;0;2;2;2;0.665544
"N78";2;1;0;0;0;0.0800238
"N78";2;1;0;0;1;0.0778324
"N78";2;1;0;0;2;0.0775725
"N78";2;1;0;1;0;0.377663
"N78";2;1;0;1;1;0.373015
"N78";2;1;0;1;2;0.362242
"N78";2;1;0;2;0;0.755718
"N78";2;1;0;2;1;0.759193
"N78";2;1;0;2;2;0.750274
"N78";2;1;1;0;0;0.076909
"N78";2;1;1;0;1;0.0765503
"N78";2;1;1;0;2;0.0736113
"N78";2;1;1;1;0;0.380173
"N78";2;1;1;1;1;0.367653
"N78";2;1;1;1;2;0.359739
"N78";2;1;1;2;0;0.722202
"N78";2;1;1;2;1;0.715531
"N78";2;1;1;2;2;0.712895
"N78";2;1;2;0;0;0.0783746
"N78";2;1;2;0;1;0.0753086
"N78";2;1;2;0;2;0.0764824
"N78";2;1;2;1;0;0.340538
"N78";2;1;2;1;1;0.337159
"N78";2;1;2;1;2;0.331848
"N78";2;1;2;2;0;0.689994
"N78";2;1;2;2;1;0.682748
"N78";2;1;2;2;2;0.672667
"N78";2;2;0;0;0;0.0800491
"N78";2;2;0;0;1;0.0772601
"N78";2;2;0;0;2;0.0766023
"N78";2;2;0;1;0;0.361088
"N78";2;2;0;1;1;0.344037
"N78";2;2;0;1;2;0.342597
"N78";2;2;0;2;0;0.693788
"N78";2;2;0;2;1;0.693502
"N78";2;2;0;2;2;0.712179
"N78";2;2;1;0;0;0.0857368
"N78";2;2;1;0;1;0.0828759
"N78";2;2;1;0;2;0.0829398
"N78";2;2;1;1;0;0.352079
"N78";2;2;1;1;1;0.34925
"N78";2;2;1;1;2;0.348337
"N78";2;2;1;2;0;0.683188
"N78";2;2;1;2;1;0.680931
"N78";2;2;1;2;2;0.689181
"N78";2;2;2;0;0;0.0843489
"N78";2;2;2;0;1;0.0828199
"N78";2;2;2;0;2;0.0813073
"N78";2;2;2;1;0;0.347383
"N78";2;2;2;1;1;0.347124
"N78";2;2;2;1;2;0.333382
"N78";2;2;2;2;0;0.603159
"N78";2;2;2;2;1;0.576236
"N78";2;2;2;2;2;0.574879
"N79";0;0;0;0;0;0.0785957
"N79";0;0;0;0;1;0.0784107
"N79";0;0;0;0;2;0.0776909
"N79";0;0;0;1;0;0.377706
"N79";0;0;0;1;1;0.36843
"N79";0;0;0;1;2;0.374507
"N79";0;0;0;2;0;0.756735
"N79";0;0;0;2;1;0.731635
"N79";0;0;0;2;2;0.725559
"N79";0;0;1;0;0;0.0819824
"N79";0;0;1;0;1;0.0804075
"N79";0;0;1;0;2;0.0784051
"N79";0;0;1;1;0;0.383312
"N79";0;0;1;1;1;0.376921
"N79";0;0;1;1;2;0.375921
"N79";0;0;1;2;0;0.757117
"N79";0;0;1;2;1;0.751529
"N79";0;0;1;2;2;0.737444
"N79";0;0;2;0;0;0.0820629
"N79";0;0;2;0;1;0.081679
